link,type_of_food,title,description,author_name,cook_time,num_of_people,calories,num_of_ingredients,ingredients,step,note,post_date
https://vnexpress.net/doi-song-cooking-com-chien-la-e-4510805.html,Cơm rang,Cách làm cơm chiên lá é - đặc sản Nha Trang,"Cơm chiên màu xanh bắt mắt, tơi hạt, dậy mùi thơm đặc trưng của lá é, chút the cay từ ớt xiêm khiến ai một lần thưởng thức đều lưu luyến.",Bùi Thủy,45 phút,4-5 người,1.135 kcal,7,"['4 chén (bát nhỏ) cơm nguội', '1 bó lá é', '1 - 2 quả trứng gà', '4 củ hành khô', '6 - 8 quả ớt xiêm xanh (tùy theo khẩu vị)', 'Gia vị: mắm, muối, hạt nêm', 'Mỡ lợn hoặc dầu ăn']",[],[],"Thứ ba, 13/9/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-oc-hap-la-gung-4507564.html,,Cách làm món ốc hấp lá gừng - cỗ mặn trông trăng Hà Nội xưa,"Ăn ốc ngắm trăng là một trong những nét văn hóa ẩm thực của người Hà thành xưa. Tuy nhiên, cách làm món này cũng khá cầu kỳ, không nhiều người còn biết.",Bùi Thủy,85 phút,4-6 người,896 kcal,10,"['1,5 kg ốc nhồi to', '200 gr giò sống', '150 gr nạc vai xay', '6 cái nấm hương', '2 tai mộc nhĩ', '1 bó lá gừng', '1 củ gừng', '3 củ hành khô', '4 lá chanh', 'Gia vị: Mắm, muối, đường, giấm, chanh, hạt tiêu, ớt, tỏi']",[],[],"Thứ hai, 5/9/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-linh-kho-lat-4502933.html,Món ngon theo vùng miền,Cách làm Cá linh kho lạt - đặc sản mùa nước nổi miền Tây,"Thịt cá mềm béo, nước dừa tươi ngọt thanh quyện với vị chua nhẹ từ me, ăn cùng bông điên điển đậm hương đồng cỏ nội miền Tây.",Bùi Thủy,50 phút,5-6 người,1.221 kcal,6,"['1 kg cá linh', '1 quả dừa tươi lấy nước', '4 củ hành khô', '4 tép tỏi', 'Nước cốt me', 'Gia vị: Mắm, muối, đường, nước màu, hạt nêm, hạt tiêu, ớt']",[],[],"Thứ ba, 23/8/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-gia-cay-mien-tay-4501186.html,Giả cầy,Cách làm Giả cầy miền Tây dậy mùi thơm béo ngậy,"Khác với giả cầy miền Bắc thoảng vị chua, màu vàng sậm hay giả cầy miền Trung đượm vị ngọt, giả cầy miền Tây lại dậy mùi thơm béo ngậy từ chao.",Bùi Thủy,60 phút,5-6 người,2.098 kcal,8,"['1 kg giò heo', '2 nhánh sả', '2 quả ớt', '4 củ hành khô', '4 tép tỏi', '1 quả dừa tươi lấy nước', 'Gia vị: Chao, tương hột, sa tế, muối, đường, hạt nêm, ngũ vị hương, dầu màu điều', 'Đậu phộng rang (tùy chọn)']",[],[],"Thứ năm, 18/8/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cach-lam-ca-phao-muoi-man-mon-truyen-thong-xu-nghe-4496741.html,Món ngon theo vùng miền,"Cách làm cà pháo muối mặn, món truyền thống xứ Nghệ","Từng quả cà pháo trắng giòn, đượm vị mặn như câu ca: ''Ai ơi cà xứ Nghệ, càng mặn lại càng giòn/Nước chè xanh xứ Nghệ, càng chát lại càng ngon''.",Bùi Thủy,40 phút,4 - 6 người,204 kcal,4,"['1 kg cà pháo', '500 gr muối hạt', '1 nhánh riềng bánh tẻ', 'Ớt, tỏi']",[],[],"Chủ nhật, 7/8/2022, 17:31 (GMT+7)"
https://vnexpress.net/cach-lam-cha-oc-tay-ho-gion-ngon-4462657.html,Món ngon theo vùng miền,"Cách làm chả ốc Tây Hồ ngọt bùi, sần sật và béo thơm vị ốc","Từng miếng chả ốc giòn sần sật, hương vị đặc trưng. Khi ăn chấm nước mắm gừng cay cay khiến mọi giác quan thức dậy.",Bùi Thủy,55 phút,4-6 người,1.885 kcal,13,"['1 - 1,2 kg ốc (ốc nhồi hoặc ốc mít từ Hồ Tây)', '200 g giò sống', '150 g thịt nạc vai xay', '100 g mỡ phần', '5 - 6 nấm hương', '1 tai mộc nhĩ', '1 củ sả', '1 nhánh gừng nhỏ', '1 quả ớt (tùy chọn)', '2 quả trứng gà', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Rau gia vị: Lá lốt, tía tô', 'Giấy bạc']",[],[],"Thứ bảy, 14/5/2022, 15:56 (GMT+7)"
https://vnexpress.net/cach-lam-nem-thinh-chuan-vi-thai-binh-4426397.html,,Cách làm nem thính chuẩn vị Thái Bình,"Nem thịt vừa chín vừa độ ngọt thơm quyện bì sần sật, thêm mỡ béo mà không khô, dậy mùi thơm của thính chấm nước mắm chua ngọt rất hấp dẫn.",Bùi Thủy,120 phút,5 - 6 người,1.890 kcal,10,"['500 gr thịt vai hoặc ba chỉ tươi ngon (có chút mỡ sẽ ngon mà không khô)', '100 gr bì lợn', '4 - 6 củ hành khô', '6 - 8 tép tỏi', '2 lá chanh', '2 quả ớt', 'Gia vị: Mắm, muối, hạt tiêu, mì chính', 'Gạo tẻ, gạo nếp làm thính', 'Rau ăn kèm: Lá sung, lá đinh lăng...', 'Nước mắm chua ngọt: Chanh, mắm, đường, tỏi, ớt']",[],[],"Thứ bảy, 12/2/2022, 19:00 (GMT+7)"
https://vnexpress.net/canh-bau-nau-hen-4311442.html,,,,,,,,,,,,
https://vnexpress.net/goi-buoi-bien-hoa-4311304.html,,,,,,,,,,,,
https://vnexpress.net/banh-canh-gio-heo-4311294.html,,,,,,,,,,,,
https://vnexpress.net/canh-chua-ca-nam-bo-4311352.html,,,,,,,,,,,,
https://vnexpress.net/che-com-diu-mat-huong-vi-mua-thu-4366264.html,,Chè cốm - dịu mát hương vị mùa thu,"Chè cốm ngọt dịu, thoảng hương thơm thanh tao của cốm khiến ai một lần thưởng thức đều lưu luyến nét đặc trưng của mùa thu Hà Nội.",Bùi Thủy,20 phút,5-6 người,1.288 kcal,7,"['200 gr cốm tươi', '150 g đường phèn', '2 thìa canh bột năng (hoặc bột sắn dây)', '2 lá dứa', '1 lít nước', 'Nước cốt dừa', 'Dừa tươi nạo sợi']",[],[],"Thứ hai, 4/10/2021, 19:07 (GMT+7)"
https://vnexpress.net/va-tron-tom-thit-4311228.html,,,,,,,,,,,,
https://vnexpress.net/ca-bac-ma-kho-mat-mia-kieu-xu-nghe-4347290.html,Món ngon theo vùng miền,Cá bạc má kho mật mía kiểu xứ Nghệ,"Thịt cá săn chắc, đẫm trong nước sốt keo lại vị mặn ngọt cay rất ''đưa cơm'' trong ngày nắng.",Bùi Thủy,60 phút,4-5 người,2.067 kcal,8,"['800 g cá bạc má (hoặc cá nục, cá trích...)', '4 thìa canh mật mía', '3-4 quả ớt khô', '1 nắm hành tăm (củ nén)', '1 nắm lá chè xanh', '1 nhánh gừng', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu.', 'Mỡ lợn']",[],[],"Thứ năm, 2/9/2021, 19:00 (GMT+7)"
https://vnexpress.net/cheo-lac-mon-ngon-dan-da-mien-tay-xu-nghe-4347311.html,Món ngon theo vùng miền,Chẻo lạc - món ngon dân dã miền Tây xứ Nghệ,"Chẻo lạc sánh vàng, béo bùi, vị mặn - ngọt đậm đà, dậy mùi thơm của sả. Món này ăn cùng xôi, hoặc chấm chuối xanh, rau sống rất ngon.",Bùi Thủy,45 phút,4-5 người,2.278 kcal,8,"['250 gram lạc (đậu phộng)', '3 nhánh sả', '3 tép tỏi', '1 nhánh gừng nhỏ', '2 trái ớt (tùy chọn nếu ăn được cay)', 'Gia vị: Mắm, muối, mật mía, mắm tôm.', 'Nước hầm xương hoặc nước lọc', 'Dầu ăn']",[],[],"Thứ hai, 30/8/2021, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-banh-beo-nghe-an-4339487.html,,Cách làm bánh bèo Nghệ An đơn giản tại nhà,"Vỏ bánh dẻo trong, nhân tôm thịt ngọt thơm, chan ngập nước mắm chua cay mặn ngọt hài hòa làm nên món ăn vặt hấp dẫn trong thời kỳ giãn cách.",Bùi Thủy,50 phút,4-5 người,2.027 kcal,6,"['400 gram bột năng', '100 gram tôm đồng', '100 gram thịt xay', 'Hành phi', 'Gia vị: Mắm, muối, đường, hạt nêm, ớt chưng, ớt, chanh.', 'Rau sống ăn kèm: Rau mùi, rau húng, dưa chuột.']",[],[],"Thứ tư, 18/8/2021, 19:40 (GMT+7)"
https://vnexpress.net/cach-lam-banh-nghe-thai-binh-4298521.html,,Cách làm bánh nghệ Thái Bình,"Có vị dẻo bùi tự gạo tẻ nóng hổi quyện với sắc vàng tươi từ nghệ, vị béo ngậy của thịt mỡ... bánh nghệ là món dễ gây nghiện cho nhiều người.",Bùi Thủy,60 phút,4-5 người,2.720 kcal,6,"['400 gram bột gạo tẻ', '1/2 thìa cà phê muối', '1 củ nghệ to (hoặc 2 củ nghệ nhỏ)', '150 – 200 gr mỡ lợn (chọn phần mỡ ba chỉ)', 'Mộc nhĩ, nấm hương (tùy chọn)', 'Gia vị: Bột quế, hành khô, hành lá, hạt tiêu, nước mắm, hạt nêm']",[],[],"Thứ tư, 12/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/pha-lau-mon-ngon-duong-pho-4298511.html,,,,,,,,,,,,
https://vnexpress.net/banh-katka-hai-phong-mon-an-gay-thuong-nho-4298495.html,,,,,,,,,,,,
https://vnexpress.net/doi-song-cooking-ngo-chien-bo-4566746.html,Quà - Món ăn vặt,Bí quyết làm ngô chiên bơ giòn thơm,"Từng hạt ngô vàng ươm, giòn rụm, thơm mùi bơ và cốt dừa, không khác gì ngoài hàng. Món làm đồ nhâm nhi cùng bạn bè rất vừa miệng, nhất là vào ngày mưa gió.",Bùi Thủy,45 phút,4-6 người,1.405 kcal,7,"['2 bắp ngô ngọt tươi', '40 gr đường', '30 ml nước cốt dừa', '30 gr bơ lạt', '1/2 thìa cà phê muối', 'Bột hỗn hợp (chiên giòn, bột lion, bột năng, bột kem béo (tùy chọn), bộp bắp)', 'Dầu ăn']",[],[],"Thứ bảy, 4/2/2023, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cach-lam-banh-san-4528817.html,,Bánh sắn gợi nhớ tuổi thơ,"Bánh sắn bên ngoài hơi sém vàng, bên trong mềm ngọt, dậy mùi thơm của nước cốt dừa, béo ngậy của sữa đặc, thơm thơm từ vừng rang. Đây là món bánh gắn liền với tuổi thơ nhiều người.",Bùi Thủy,50 phút,6-8 người,1.953 kcal,7,"['2 củ sắn (khoai mì, khoảng 1 kg)', '50 gr sữa đặc', '1/3 lon nước cốt dừa', 'Đường (tùy khẩu vị)', 'Dừa nạo', 'Vừng rang', 'Lá dứa (tùy chọn)']",[],[],"Thứ năm, 27/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-banh-deo-nhan-dau-xanh-trung-muoi-4508010.html,Quà - Món ăn vặt,Cách làm bánh dẻo nhân đậu xanh trứng muối,"Bánh dẻo mềm mịn, vị ngọt vừa phải, nhân đậu xanh bùi bùi, trứng muối béo ngậy góp phần cho tiệc cỗ ngọt Trung Thu thêm phong phú.",Bùi Thủy,65 phút,6 người,2.988 kcal,12,"['*Phần vỏ bánh:', '250 gr bột nếp chín', '450 ml nước đường', '15 ml nước hoa bưởi', '15 ml dầu ăn', '* Phần nhân:', '6 quả trứng muối', '1 thìa canh rượu trắng', '100 gr đậu xanh', '60 gr đường (điều chỉnh theo khẩu vị)', '10 gr bột nếp', '45 gr dầu ăn']",[],[],"Thứ ba, 6/9/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-che-do-den-kieu-ha-noi-4488085.html,,Cách nấu chè đỗ đen kiểu Hà Nội,"Hạt đậu mềm bùi, đượm vị ngọt kết hợp trân châu mềm dẻo sần sật, thạch đen mát lành, tinh dầu chuối thơm rất hấp dẫn. Đây là món ăn giải nhiệt ngày hè truyền thống của người Hà thành.",Bùi Thủy,60 phút,6-8 người,2.475 kcal,8,"['200 g đỗ (đậu) đen', '250 g đường', '200 g bột năng', '1 gói bột rau câu con cá dẻo 5 gr', '1/2 thìa cà phê nước cốt chanh', '150 g cùi dừa non', 'Tinh dầu chuối, dừa nạo', '1/2 thìa cà phê muối']",[],[],"Thứ sáu, 15/7/2022, 18:22 (GMT+7)"
https://vnexpress.net/doi-song-cooking-nem-tai-thinh-4474926.html,Quà - Món ăn vặt,Cách làm nem tai thính thơm ngon tại nhà,"Tai heo trắng hồng, giòn sần sật, nêm vị vừa đủ, dậy mùi thơm của thính gạo, cuốn cùng rau sống chấm nước chua ngọt đổi vị cho thực đơn ngày hè. Món này ăn chơi hay ăn cùng cơm trắng đều phù hợp.",Bùi Thủy,40 phút,4-5 người,588 kcal,8,"['1 cái tai lợn (khoảng 400 gr)', '4 tép tỏi', '2 củ hành', '2 lá chanh', '1 nhánh gừng', 'Thính gạo', 'Gia vị: muối, mì chính, hạt tiêu, ớt, giấm', 'Rau sống, nước mắm chua ngọt ăn kèm']",[],[],"Chủ nhật, 12/6/2022, 18:00 (GMT+7)"
https://vnexpress.net/nom-xoai-tai-heo-4468810.html,Quà - Món ăn vặt,Cách làm nộm xoài tai heo và cà rốt ngon giòn sần sật,"Món ăn thu hút bởi vị chua - cay - mặn - ngọt hài hòa, tai heo trắng giòn, thích hợp làm món khai vị hoặc khi lai rai cùng bằng hữu.",Bùi Thủy,706 phút,4 - 5 người,45 kcal,7,"['1/2 cái tai heo (khoảng 250 gr)', '1/2 củ cà rốt', '1 quả xoài xanh to (hoặc 2 quả nhỏ)', 'Gia vị: mắm, đường, ớt, tỏi, chanh', 'Rau thơm: rau mùi, húng quế, rau răm', 'Lạc rang', 'Sơ chế tai heo: muối hạt, giấm, gừng, hành củ']",[],[],"Thứ sáu, 27/5/2022, 19:00 (GMT+7)"
https://vnexpress.net/khoai-lang-ngao-duong-kieu-nhat-4466381.html,Quà - Món ăn vặt,Cách làm khoai lang ngào đường kiểu Nhật nhâm nhi cùng người thân,"Vỏ khoai giòn vàng, bám sốt caramel đều, ánh lên màu hổ phách đẹp mắt, vị mặn ngọt hài hòa. Đây là món ăn được nhiều bạn trẻ xứ hoa anh đào yêu thích.",Bùi Thủy,45 phút,4-5 người,1.061 kcal,4,"['500 gr khoai lang Nhật (ruột vàng)', 'Gia vị: Đường, xì dầu (nước tương), mật ong, chanh, mạch nha (tùy chọn)', 'Dầu ăn', 'Vừng đen rang chín']",[],[],"Chủ nhật, 22/5/2022, 13:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-bi-quyet-lam-lac-rang-toi-ot-de-lau-van-gion-4455374.html,Quà - Món ăn vặt,Bí quyết làm lạc rang tỏi ớt để lâu vẫn giòn,"Lạc vàng giòn, tỏi ớt bám đều mặt, vị mặn ngọt cay hài hòa, vỏ không bị bong. Món này dùng ăn xôi, cơm trắng hay nhâm nhi tụ họp cùng bạn bè cũng rất hao.",Bùi Thủy,35 phút,4-6 người,2.492 kcal,8,"['300 gr lạc (đậu phộng)', '2 củ tỏi', '2 quả ớt sừng', '1 muỗng canh bột ớt khô', '1/2 muỗng canh bột mì', '1/2 muỗng canh bột bắp (hoặc bột sắn dây)', 'Gia vị: Mắm, đường, tương ớt', 'Dầu ăn']",[],[],"Thứ hai, 25/4/2022, 17:00 (GMT+7)"
https://vnexpress.net/cach-lam-banh-mi-chuoi-mem-ngon-4443083.html,,Cách làm bánh mì chuối mềm xốp thơm mùi trái cây,"Bánh mì chuối có nguồn gốc từ Mỹ, ra đời những năm 1870 khi kết hợp chuối chín và bột nở tạo nên món bánh ngon, tiết kiệm và nhanh gọn. Ngày 23/2 hàng năm được vinh danh là Ngày Bánh mì chuối.",Bùi Thủy,65 phút,4-6 người,1.413 kcal,11,"['4 trái chuối chín', '160 gr bột mì', '50 gr bơ lạt (hoặc dầu ăn)', '50 gr đường (điều chỉnh theo khẩu vị)', '10 gr bột ca cao hoặc milo', '80 ml sữa tươi không đường hoặc nước', '2 quả trứng gà', '5gr bột nở (baking powder)', '3gr nở (baking soda)', '1/4 muỗng cà phê muối', 'Nho khô, ngũ cốc, chocolate tùy chọn']",[],[],"Thứ sáu, 25/3/2022, 18:00 (GMT+7)"
https://vnexpress.net/chuoi-nep-nuong-mon-qua-dan-da-mien-tay-4439964.html,Quà - Món ăn vặt,Cách làm chuối nếp nướng - món quà vặt dân dã miền Tây,"Vỏ nếp nóng giòn quyện chuối dẻo ngọt, nước cốt dừa béo ngậy, đậu phộng thơm bùi tựa như cả miền Tây giản dị ùa về.",Bùi Thủy,60 phút,5-6 người,3.293 kcal,6,"['9 - 10 trái chuối sứ (chuối xiêm) vừa chín tới', '500 gr gạo nếp', '400 ml nước cốt dừa', 'Gia vị: Đường, chút muối', 'Đậu phộng rang, giã dập', 'Lá chuối, lá dứa']",[],[],"Thứ hai, 21/3/2022, 19:00 (GMT+7)"
https://vnexpress.net/mia-uop-hoa-buoi-thuc-qua-thanh-tao-thang-3-4434775.html,Quà - Món ăn vặt,"Những món ăn ngon từ mía với hoa bưởi thơm ngát, ngọt ngào",Hương bưởi dịu dàng và ngấm sâu vào vị ngọt thơm của mía gợi nhớ hương vị ký ức xưa.,Bùi Thủy,30 phút,2-3 người,111 kcal,2,"['1 cây mía tím', '1 bó hoa bưởi: 200 gr']",[],[],"Thứ sáu, 4/3/2022, 19:00 (GMT+7)"
https://vnexpress.net/banh-ran-man-mon-ngon-am-long-ngay-lanh-4432047.html,,,,,,,,,,,,
https://vnexpress.net/cach-lam-khoai-lang-ken-vang-uom-thom-ngon-4429157.html,Quà - Món ăn vặt,Cách làm khoai lang kén đúng chuẩn,"Khoai lang kén bên ngoài giòn vàng, bên trong ngọt mềm, thơm mùi mè (vừng). Món ăn bình dị này được nhiều người yêu thích, nhất là các bé nhỏ.",Bùi Thủy,90 phút,4 - 6 người,2.159 kcal,7,"['600 g khoai lang (ruột vàng)', '150 g bột chiên giòn', '50 ml nước cốt dừa hoặc sữa tươi không đường', '30 gr đường', '1/2 thìa cà phê muối', 'Vừng đen', 'Dầu ăn']",[],[],"Thứ hai, 21/2/2022, 18:30 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cach-luoc-oc-gion-ngon-nuoc-cham-dam-da-4413139.html,Quà - Món ăn vặt,"Cách luộc ốc giòn ngon, nước chấm đậm đà","Ốc chín vừa tới giòn dai, nước chấm ốc sánh, đậm đà tỏa mùi hương thơm của sả, lá chanh, ớt. Một món ăn bình dị gây thương nhớ vào mùa đông.",Bùi Thủy,35 phút,4-6 người,1.117 kcal,10,"['1,5 kg ốc (ốc đá, mít tùy chọn)', '6-8 quả quất (tắc)', '3 - 4 lá chanh', '3 - 4 tép tỏi', '2 nhánh sả', '2 quả ớt', '1 nhánh gừng', 'Gia vị: Mắm, muối, đường, tương ớt', 'Lá luộc ốc: Lá bưởi (hoặc chanh), sả.', 'Ngâm ốc: Nước vo gạo, 1 quả trứng (cho ốc béo, tùy chọn), ớt']",[],[],"Thứ sáu, 7/1/2022, 19:00 (GMT+7)"
https://vnexpress.net/che-san-mochi-deo-mem-am-nong-cho-ngay-dong-4410236.html,Quà - Món ăn vặt,"Chè sắn mochi dẻo mềm, ấm nóng cho ngày đông","Từng viên mochi sắn dẻo bùi quyện trong nước đường gừng ấm nóng, dừa sợi sần sật, đậu phộng giòn thơm khiến các tín đồ ăn vặt mê mẩn.",Bùi Thủy,55 phút,4-6 người,1.117 kcal,10,"['300 gr sắn tươi', '150 gr bột năng', '20 gr nước cốt dừa', '20 gr đường', '20 gr sữa đặc', '1/4 thìa cà phê muối', '150 gr đường vàng (hoặc mật mía)', '1 nhánh gừng nhỏ', '50 gr bột năng', '1/4 thìa cà phê muối']",[],[],"Thứ hai, 3/1/2022, 19:17 (GMT+7)"
https://vnexpress.net/cach-lam-khoai-tay-dut-lo-ngon-nhu-ngoai-hang-4410264.html,Quà - Món ăn vặt,Cách làm khoai tây đút lò ngon như ngoài hàng,"Lớp vỏ ngoài giòn vàng, bên trong mềm, dậy mùi thơm của bơ tỏi và lá xạ hương. Món này ăn kèm với bò bít tết rất hấp dẫn, tạo nên bữa tiệc hoàn hảo nhân dịp năm mới.",Bùi Thủy,70 phút,3-4 người,810 kcal,5,"['3 - 4 củ khoai tây', '3 tép tỏi', '30 gr bơ lạt', '1 muỗng canh dầu oliu', 'Gia vị: Muối, hạt tiêu, lá xạ hương (thyme)']",[],[],"Thứ sáu, 31/12/2021, 19:00 (GMT+7)"
https://vnexpress.net/san-hap-nuoc-cot-dua-qua-vat-chieu-dong-4407789.html,Quà - Món ăn vặt,Sắn hấp nước cốt dừa - quà vặt chiều đông,"Sắn mềm bở, quyện trong nước cốt dừa béo ngậy, lạc rang bùi bùi quyến rũ bao tín đồ ăn vặt Hà thành vào chiều đông.",Bùi Thủy,50 phút,5-6 người,1.184 kcal,8,"['500 g sắn tươi (khoai mì)', '200 ml nước cốt dừa', '60 ml nước dừa tươi', '20 g đường', '20 g dừa nạo/bào sợi', '2 lá nếp', '1/4 thìa cà phê muối', 'Lạc hoặc vừng rang']",[],[],"Thứ hai, 27/12/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-banh-ga-than-thanh-ha-noi-4396526.html,,Cách làm bánh gà 'thần thánh' Hà Nội,"Vỏ bánh vàng ươm, giòn rụm, bên trong thịt gà mềm ngọt, mọng nước, phô mai kéo sợi hấp dẫn. Bánh gà được nhiều bạn trẻ yêu thích và ví như món ăn vặt ''thần thánh'' của Hà Nội.",Bùi Thủy,90 phút,4 - 5 người,2.540 kcal,10,"['500 g thịt ức gà', '1 củ hành tây', '1 gói bột chiên giòn', '1+1/2 gói bột chiêu xù', '3 thìa canh bột sư tử (tùy chọn)', '1 quả trứng', 'Gia vị: Muối, đường, dầu hào, hạt tiêu, ngũ vị hương, ớt bột, tỏi.', 'Phô mai kéo sợi mozzarella (tùy chọn)', 'Dầu thực vật', 'Mỡ gà']",[],[],"Thứ tư, 1/12/2021, 19:00 (GMT+7)"
https://vnexpress.net/tu-lam-che-chuoi-4311386.html,,,,,,,,,,,,
https://vnexpress.net/che-buoi-4311307.html,,,,,,,,,,,,
https://vnexpress.net/che-sua-chua-nep-cam-4311348.html,,,,,,,,,,,,
https://vnexpress.net/rau-cau-trai-cay-4311537.html,,,,,,,,,,,,
https://vnexpress.net/kem-rhum-va-nho-kho-4311523.html,,,,,,,,,,,,
https://vnexpress.net/kem-dau-tay-4311522.html,,,,,,,,,,,,
https://vnexpress.net/che-troi-nuoc-nhan-tom-thit-4311515.html,,,,,,,,,,,,
https://vnexpress.net/banh-bot-loc-tom-4311502.html,,,,,,,,,,,,
https://vnexpress.net/com-tron-dua-4311500.html,,,,,,,,,,,,
https://vnexpress.net/xoi-ca-ro-phi-4311468.html,,,,,,,,,,,,
https://vnexpress.net/dua-gop-kieu-mien-trung-4311390.html,,,,,,,,,,,,
https://vnexpress.net/oc-hap-la-gung-4311382.html,,,,,,,,,,,,
https://vnexpress.net/banh-chuoi-hap-4311309.html,,,,,,,,,,,,
https://vnexpress.net/mut-hoa-qua-4311247.html,,,,,,,,,,,,
https://vnexpress.net/bi-quyet-lam-com-xao-deo-thom-4366254.html,Quà - Món ăn vặt,Bí quyết làm cốm xào dẻo thơm,"Cốm xào dẻo ngọt, dậy mùi thơm của cốm quyện vị bùi béo của dừa nạo, thưởng thức bên tách trà sen tạo nên dư vị thu Hà Nội rất riêng.",Bùi Thủy,25 phút,4-5 người,1.205 kcal,4,"['200 gr cốm tươi', '60-80 gr đường', '1 chén nước dừa tươi hoặc nước lọc', 'Dừa nạo, dầu ăn, nước cốt dừa']",[],[],"Chủ nhật, 3/10/2021, 19:00 (GMT+7)"
https://vnexpress.net/che-ngo-com-4311146.html,,,,,,,,,,,,
https://vnexpress.net/banh-khoai-lang-tim-nhan-pho-mai-tan-chay-4361603.html,,"Bánh khoai lang tím, nhân phô mai tan chảy","Khoai lang mềm ngọt quyện nhân phô mai tan chảy, béo ngậy làm nên món ăn vặt ngon cho các bạn nhỏ sau giờ học online tại nhà.",Bùi Thủy,50 phút,4-5 người,2.245 kcal,11,"['2 củ khoai lang tím', '220 g bột mì đa dụng', '25 ml dầu ăn', '25 g bơ lạt', '30 g đường', '1/2 muỗng cà phê muối.', '50 g bơ lạt.', '2-3 thìa canh mật ong', 'Phô mai mozzarella', '1 lòng đỏ trứng gà', '1 thìa cà phê dầu, mè (vừng) trang trí']",[],[],"Thứ bảy, 25/9/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-banh-dua-4311145.html,,,,,,,,,,,,
https://vnexpress.net/lam-banh-day-gio-tu-com-nguoi-sieu-nhanh-4358132.html,,Làm bánh dày giò từ cơm nguội siêu nhanh,"Bánh dày mềm mịn, dẻo dai, kẹp giò lụa làm nên bữa sáng nhanh gọn, thơm ngon ngày giãn cách.",Bùi Thủy,40 phút,3-4 người,1.198 kcal,7,"['1/2 chén cơm nguội', '200 grams bột gạo nếp', '1 muỗng canh dầu ăn', '1/2 muỗng cà phê muối', '180 - 200 ml nước nóng (hoặc sữa tươi không đường đun nóng)', 'Lá chuối, giấy nến cắt hình tròn', 'Ăn kèm: Giò lụa']",[],[],"Thứ bảy, 18/9/2021, 17:12 (GMT+7)"
https://vnexpress.net/cach-lam-banh-trung-thu-ngan-lop-nhan-dau-do-trung-muoi-4358120.html,,"Cách làm bánh Trung thu ngàn lớp, nhân đậu đỏ trứng muối","Không cần khuôn, bạn có thể làm nên món bánh Trung thu thơm ngon cho dịp đoàn viên mùa trăng tròn đẹp nhất trong năm.",Bùi Thủy,90 phút,4-5 người,3.406 kcal,15,"['150 g đậu đỏ', '70 g đường', '40 ml dầu ăn', '10 g bột bắp (hoặc bột mì)', '1 thìa mạch nha (tùy chọn)', '8 cái trứng muối', 'rượu trắng, dầu mè.', '120gr bột mì đa dụng (làm vỏ bánh),', '25ml dầu ăn', '25 gr bơ lạt', '30gr đường', '50-60ml nước lọc', '1/2 muỗng cà phê muối.', 'Phần bột dầu (8 phần): 100gr bột mì đa dụng, 50gr bơ lạt.', 'Phần phết bề mặt bánh: 1 lòng đỏ trứng gà, 1 thìa cà phê dầu, mè (vừng) trang trí.']",[],[],"Thứ bảy, 18/9/2021, 12:06 (GMT+7)"
https://vnexpress.net/cach-lam-banh-duc-nong-tu-com-nguoi-4351109.html,Bánh đúc,Cách làm bánh đúc nóng từ cơm nguội,"Bánh mềm mượt, sánh dẻo quyện với thịt băm và mộc nhĩ giòn sần sật, đậu xanh bùi bùi... làm nên bữa sáng ngon tiết kiệm thời kỳ giãn cách.",Bùi Thủy,40 phút,3-4 người,1.361 kcal,9,"['2 chén cơm nguội đầy', '2/3 chén bột năng', '200 g thịt nạc vai xay', '1/2 chén đậu xanh đã cà vỏ', '4 chén nước hầm xương (hoặc nước lọc)', '2 tai mộc nhĩ, ngâm nở, thái nhỏ', 'Hành lá, hành khô, rau mùi, ớt', 'Gia vị: mắm, muối, hạt nêm, đường (tùy khẩu vị)', 'Dầu ăn']",[],[],"Thứ hai, 6/9/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-banh-mi-mini-thom-ngon-tai-nha-4351111.html,,Cách làm bánh mì mini thơm ngon tại nhà,"Vỏ bánh mì bên ngoài vàng giòn tan, ruột mềm mại, không bị khô. Bánh mì chấm cùng sữa đặc, mứt trái cây hoặc phết pate, kẹp thịt rất ngon.",Bùi Thủy,90 phút,3-4 người,1.170 kcal,6,"['260 g bột mì số 13', '5 g men nở (Instant dry yeast)', '1 muỗng cà phê giấm gạo (hoặc chanh)', '1/2 muỗng cà phê muối', '20 g đường', '20 g bơ lạt (hoặc dầu ăn)']",[],[],"Thứ bảy, 4/9/2021, 19:00 (GMT+7)"
